"family","slug","title","h1","meta_description","intro","action_now","what_to_test","primary_cta_label","primary_cta_url","money_cta_label","money_cta_url","disclosure","source_url","search_query","search_performed_at","fetched_at","tier"
"authority","arsenic-bedrock-testing-checklist","Arsenic Bedrock Testing Checklist","Arsenic Bedrock Testing Checklist for Private Wells","Use this article to decide when arsenic uranium and radon belong in the same bedrock well testing plan","This page explains how bedrock context changes the arsenic testing plan before anyone shops for treatment","Start by checking whether your state bedrock guidance points toward arsenic only or a broader radionuclide panel","Use certified labs and only compare arsenic treatment after the bedrock test scope is locked down","Review bedrock arsenic guidance","https://www.des.nh.gov/water/drinking-water/well-testing/arsenic","Compare arsenic treatment categories","/well-water/ro-vs-adsorptive-media-for-arsenic","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.des.nh.gov/water/drinking-water/well-testing/arsenic","arsenic bedrock testing checklist private wells","2026-03-07T15:00:00Z","2026-03-07T15:05:00Z","B"
"authority","nitrate-baby-pregnancy-well-water-checklist","Nitrate Baby Pregnancy Well Water Checklist","Nitrate Baby and Pregnancy Well Water Checklist","Use this article to decide what nitrate means for infants pregnancy and urgent drinking water decisions","This page explains how vulnerable household context changes the nitrate response path","Switch the drinking source first if infant feeding or pregnancy is involved and nitrate safety is unclear","Use certified nitrate testing and repeat screening logic before treating the issue like routine maintenance","Review infant and nitrate guidance","https://www.epa.gov/children/private-wells-and-drinking-water-safety-and-infants","See matching compare paths","/well-water/family/compares","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.epa.gov/children/private-wells-and-drinking-water-safety-and-infants","nitrate baby pregnancy well water checklist","2026-03-07T15:01:00Z","2026-03-07T15:06:00Z","B"
"authority","sulfur-smell-hot-water-vs-whole-house","Sulfur Smell Hot Water vs Whole House","Sulfur Smell Hot Water Only vs Whole House","Use this article to decide whether rotten egg odor points to water heater bacteria or a whole house sulfur issue","This page explains why sulfur smell location matters before you compare treatment categories","Map whether the odor appears only on hot water or throughout the home before buying equipment","Use symptom pattern and maintenance burden to decide if the next step is diagnosis or category comparison","Review odor guidance","https://www.floridahealth.gov/environmental-health/private-well-testing/_documents/wellwater-odor-and-staining.pdf","See matching compare paths","/well-water/family/compares","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.floridahealth.gov/environmental-health/private-well-testing/_documents/wellwater-odor-and-staining.pdf","sulfur smell hot water vs whole house","2026-03-07T15:02:00Z","2026-03-07T15:07:00Z","A"
"authority","low-ph-copper-corrosion-testing-order","Low PH Copper Corrosion Testing Order","Low pH Copper Corrosion Testing Order","Use this article to decide the order of pH copper lead and plumbing follow up before choosing correction equipment","This page explains how corrosion clues should change the testing sequence for private wells","Do not buy a neutralizer first if the real issue may still be plumbing interaction and metal exposure","Confirm low pH and plumbing metals before comparing acid correction equipment","Review corrosion guidance","https://portal.ct.gov/dph/environmental-health/private-well-water-program/private-well-testing","Compare low-pH correction paths","/well-water/acid-neutralizer-vs-soda-ash","Commercial paths stay secondary to testing, verification, and state guidance.","https://portal.ct.gov/dph/environmental-health/private-well-water-program/private-well-testing","low ph copper corrosion testing order","2026-03-07T15:03:00Z","2026-03-07T15:08:00Z","B"
"authority","pfas-private-well-filter-claim-checklist","PFAS Private Well Filter Claim Checklist","PFAS Private Well Filter Claim Checklist","Use this article to decide whether a PFAS filter claim matches your well issue and certification need","This page explains how to read PFAS treatment claims without confusing broad marketing for verified fit","Do not buy a PFAS filter unless the claim and certification path line up with your real contaminant scope","Use certified testing and claim verification before comparing point of use or whole house options","Review PFAS filter claim guidance","https://www.epa.gov/water-research/identifying-drinking-water-filters-certified-reduce-pfas","Compare PFAS treatment paths","/well-water/carbon-vs-ro","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.epa.gov/water-research/identifying-drinking-water-filters-certified-reduce-pfas","pfas private well filter claim checklist","2026-03-07T15:04:00Z","2026-03-07T15:09:00Z","B"
"authority","private-well-home-sale-testing-by-state","Private Well Home Sale Testing by State","Private Well Home Sale Testing by State","See how private well home sale testing differs by state and when a transfer panel is not enough","Use this page if you want to know what private well home-sale testing is required or common in your state.","Start with the state or lender requirement, but do not assume a transfer panel answers long-term family risk or geology-specific issues.","Use certified labs and add geology, baby or pregnancy, or contaminant-specific tests when the required panel is too narrow.","Review state sale testing context","https://dep.nj.gov/pwta/faqs/","Use the home-sale testing checklist","/well-water/home-sale-private-well-testing-checklist","Commercial paths stay secondary to testing, verification, and state guidance.","https://dep.nj.gov/pwta/faqs/","private well home sale testing by state","2026-03-07T15:05:00Z","2026-03-07T15:10:00Z","A"
"authority","private-well-sampling-mistakes-that-break-results","Private Well Sampling Mistakes That Break Results","Private Well Sampling Mistakes That Break Results","Use this article to avoid bad sample quality that leads to bad buying decisions","This page explains how sample timing containers and handling can break a private well result","Fix the sample process before making any buying decision from a weak or suspect result","Use certified labs and cleaner sampling discipline before comparing treatment categories","Review sampling guidance","https://www.twdb.texas.gov/groundwater/data/privwwsamp.asp","Compare test kit and certified lab paths","/well-water/test-kit-vs-certified-lab","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.twdb.texas.gov/groundwater/data/privwwsamp.asp","private well sampling mistakes that break results","2026-03-07T15:06:00Z","2026-03-07T15:11:00Z","B"
"authority","wildfire-drought-private-well-risk-reset","Wildfire Drought Private Well Risk Reset","Wildfire and Drought Private Well Risk Reset","Use this article to decide how wildfire drought and source stress should reset your well assumptions","This page explains why source conditions change the testing and interpretation path before equipment shopping","Reset the evidence first when drought wildfire or runoff changed the source context","Use fresh testing and source checks before trusting old results or old treatment assumptions","Review owner guide and wildfire guidance","https://www.waterboards.ca.gov/water_issues/programs/gama/docs/wellowner_guide.pdf","See matching compare paths","/well-water/family/compares","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.waterboards.ca.gov/water_issues/programs/gama/docs/wellowner_guide.pdf","wildfire drought private well risk reset","2026-03-07T15:07:00Z","2026-03-07T15:12:00Z","C"
"authority","radon-radium-private-well-testing-order","Radon Radium Private Well Testing Order","Radon and Radium Private Well Testing Order","Use this article to decide when radon and radium belong in the same private well testing conversation","This page explains how to separate taste free radionuclide risk from generic treatment shopping","Do not buy from fear alone if the real question is whether radon or radium belongs in scope","Use local guidance and certified labs before comparing radionuclide treatment categories","Review radionuclide guidance","https://www.epa.gov/radtown/natural-radionuclides-private-wells","Compare radon treatment categories","/well-water/radon-aeration-vs-gac","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.epa.gov/radtown/natural-radionuclides-private-wells","radon radium private well testing order","2026-03-07T15:08:00Z","2026-03-07T15:13:00Z","B"
"authority","new-jersey-pwta-vs-full-household-panel","New Jersey PWTA vs Full Household Panel","New Jersey PWTA vs Full Household Panel","Use this article to separate PWTA sale requirements from broader household health testing","This page explains why the PWTA panel is not the same thing as a full family safety plan","Start with the required panel but add household risk questions before you buy or close","Use certified labs and compare sale panel scope with long term contaminant and child risk needs","Review New Jersey PWTA guidance","https://dep.nj.gov/pwta/faqs/","Review home-sale testing paths","/well-water/private-well-home-sale-testing-by-state","Commercial paths stay secondary to testing, verification, and state guidance.","https://dep.nj.gov/pwta/faqs/","new jersey pwta vs full household panel","2026-03-07T16:00:00Z","2026-03-07T16:05:00Z","C"
"authority","florida-sulfur-smell-staining-testing-order","Florida Sulfur Smell Staining Testing Order","Florida Sulfur Smell and Staining Testing Order","Use this article to separate nuisance sulfur odor from staining and heater specific causes before you buy equipment","This page explains how Florida odor and staining clues should change the testing order and maintenance path","Map hot only versus whole house odor and note any orange or black staining first","Use odor location staining pattern and certified testing to avoid buying the wrong sulfur system","Review Florida odor guidance","https://www.floridahealth.gov/environmental-health/private-well-testing/_documents/wellwater-odor-and-staining.pdf","See matching compare paths","/well-water/family/compares","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.floridahealth.gov/environmental-health/private-well-testing/_documents/wellwater-odor-and-staining.pdf","florida sulfur smell staining testing order","2026-03-07T16:01:00Z","2026-03-07T16:06:00Z","C"
"authority","california-after-wildfire-private-well-checklist","California After Wildfire Private Well Checklist","California After Wildfire Private Well Checklist","Use this article to reset testing assumptions after wildfire drought or runoff changed the source context","This page explains how California source stress should change retesting and interpretation before treatment shopping","Use bottled water if source conditions changed and old data no longer matches the current well context","Use fresh testing and source inspection before you trust pre wildfire results or treatment assumptions","Review California owner guidance","https://www.waterboards.ca.gov/water_issues/programs/gama/docs/wellowner_guide.pdf","See matching compare paths","/well-water/family/compares","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.waterboards.ca.gov/water_issues/programs/gama/docs/wellowner_guide.pdf","california after wildfire private well checklist","2026-03-07T16:02:00Z","2026-03-07T16:07:00Z","B"
"authority","texas-private-well-sampling-chain-of-custody","Texas Private Well Sampling Chain Of Custody","Texas Private Well Sampling Chain of Custody","Use this article to avoid weak Texas private well samples that break lab confidence and later buying decisions","This page explains how containers timing handling and lab coordination shape sample credibility","Fix the sampling plan before you compare treatment categories or trust a thin result set","Use Texas sampling guidance and certified labs to clean up chain of custody and sample timing first","Review Texas sampling guidance","https://www.twdb.texas.gov/groundwater/data/privwwsamp.asp","Avoid sampling mistakes before you buy","/well-water/private-well-sampling-mistakes-that-break-results","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.twdb.texas.gov/groundwater/data/privwwsamp.asp","texas private well sampling chain of custody","2026-03-07T16:03:00Z","2026-03-07T16:08:00Z","C"
"authority","new-york-pfas-private-well-testing-order","New York PFAS Private Well Testing Order","New York PFAS Private Well Testing Order","Use this article to decide when PFAS testing belongs in scope and how to separate testing from filter marketing","This page explains how New York private well context changes the PFAS testing order and claim review path","Start with scope and certified testing before you compare whole house or point of use PFAS options","Use official PFAS guidance and claim checks before you treat broad marketing like evidence","Review New York PFAS guidance","https://www.health.ny.gov/environmental/water/drinking/private_wells/","See matching compare paths","/well-water/family/compares","Commercial paths stay secondary to testing, verification, and state guidance.","https://www.health.ny.gov/environmental/water/drinking/private_wells/","new york pfas private well testing order","2026-03-07T16:04:00Z","2026-03-07T16:09:00Z","B"
